id,event_type,event_cause,status,latitude,longitude,corridor,zone,police_station,direction,junction,start_datetime,hour_of_day,day_of_week,is_weekend,month,is_peak_hour,is_night,time_bin,has_vehicle,event_span_km,requires_road_closure,priority,severity_tier,veh_type,description,duration_to_close_min
FKID000015,unplanned,others,active,13.0633917,77.5933483,Bellary Road 2,Unknown,Kodigehalli,unknown,unknown,2024-03-07 19:10:21.930000+00:00,0,4,0,3,0,1,late_night,0,0.0,False,High,High,none,ಟೈರ್ ಪಂಚರ್,
FKID000016,unplanned,others,active,13.063425,77.5933,Bellary Road 2,Unknown,Kodigehalli,unknown,unknown,2024-03-07 19:11:15.565000+00:00,0,4,0,3,0,1,late_night,0,0.0,False,High,High,none,tyear blost,
FKID000017,unplanned,others,active,13.0254527,77.6417388,ORR North 1,Unknown,Hennuru,unknown,unknown,2024-03-07 19:18:29.890000+00:00,0,4,0,3,0,1,late_night,0,0.0,False,High,High,none,[location] parked at ring road sir traffic little bit slow sir,
FKID000018,unplanned,tree_fall,closed,12.9233517,77.5904883,Non-corridor,Unknown,Jayanagara,unknown,unknown,2024-03-07 19:39:29.764000+00:00,1,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,ssmrv junction towards 20th main ಬಳಿ ಮರ ಬಿದ್ದಿರುತ್ತೆ,293.3450075
FKID000019,unplanned,vehicle_breakdown,closed,13.0001393,77.5840594,Bellary Road 1,Unknown,Sadashivanagar,unknown,unknown,2024-01-30 04:49:17.231000+00:00,10,1,0,1,1,0,morning_rush,1,0.0,False,High,High,ksrtc_bus,ksrtc bus mechanic [person] sir that's why vehicle not moving,
FKID000020,unplanned,vehicle_breakdown,closed,12.9071221,77.6286395,Hosur Road,Unknown,Madiwala,unknown,unknown,2024-03-07 19:25:04.302000+00:00,0,4,0,3,0,1,late_night,1,0.0,False,High,High,heavy_vehicle,ಬೊಮ್ಮನಹಳ್ಳಿ ಟವರ್ಡ್ಸ್ ಸಿಟಿ ಟೆಕ್ನಿಕಲ್ ಪ್ರಾಬ್ಲಮ್ ನಿಂದ ವೆಹಿಕಲ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ,27.2487523
FKID000021,unplanned,tree_fall,closed,12.927375,77.5806883,Non-corridor,Unknown,Jayanagara,unknown,unknown,2024-03-07 19:45:16.034000+00:00,1,4,0,3,0,1,late_night,0,0.002497097503083377,True,Low,Low,none,,
FKID000022,unplanned,pot_holes,closed,12.9169074,77.5950955,Non-corridor,South Zone 1,Jayanagara,unknown,28thMainJayanagarJunc,2024-01-05 22:35:41.185000+00:00,4,5,1,1,0,1,late_night,0,0.0,False,Low,Low,none,,
FKID000023,unplanned,pot_holes,active,12.9667047,77.6615983,Non-corridor,Unknown,Jeevanbheemanagar,unknown,unknown,2024-01-30 08:32:47.117000+00:00,14,1,0,1,0,0,midday,0,0.0,False,Low,Low,none,a,
FKID000024,unplanned,water_logging,active,12.8966387,77.7202071,Non-corridor,Unknown,Whitefield,unknown,unknown,2024-03-07 19:55:24.461000+00:00,1,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,water logging with drainage leakage near [location] bus stop [location] road.,
FKID000025,unplanned,tree_fall,closed,12.9463911,77.597326,Non-corridor,Unknown,Wilson Garden,unknown,unknown,2024-03-07 06:09:19.361000+00:00,11,3,0,3,0,0,midday,0,0.015550393412149482,True,Low,Low,none,no,843.3240253
FKID000026,unplanned,pot_holes,active,12.9856042,77.5977438,Non-corridor,Unknown,Shivajinagar,unknown,unknown,2024-01-30 08:35:04.399000+00:00,14,1,0,1,0,0,midday,0,0.0,False,High,High,none,chamber hole,
FKID000027,unplanned,vehicle_breakdown,closed,12.9077383,77.6005709,Bannerghata Road,Unknown,Mico Layout,unknown,unknown,2024-01-30 08:12:47.138000+00:00,13,1,0,1,0,0,midday,1,0.0,False,High,High,bmtc_bus,bmtc bus offload due to gear box problem,
FKID000028,unplanned,pot_holes,closed,12.9635109,77.6642122,Non-corridor,Unknown,HAL Old Airport,unknown,unknown,2024-01-30 08:25:57.212000+00:00,13,1,0,1,0,0,midday,0,0.0,False,Low,Low,none,a,9.079776783333333
FKID000029,unplanned,pot_holes,active,12.9667073,77.6615616,Non-corridor,Unknown,Jeevanbheemanagar,unknown,unknown,2024-01-30 08:31:37.367000+00:00,14,1,0,1,0,0,midday,0,0.0,False,Low,Low,none,a,
FKID000030,unplanned,pot_holes,active,12.9666867,77.6616478,Non-corridor,Unknown,Jeevanbheemanagar,unknown,unknown,2024-01-30 08:33:55.212000+00:00,14,1,0,1,0,0,midday,0,0.0,False,Low,Low,none,,
FKID000031,unplanned,vehicle_breakdown,closed,12.907814,77.6006561,Bannerghata Road,Unknown,Mico Layout,unknown,unknown,2024-01-30 08:08:05.581000+00:00,13,1,0,1,0,0,midday,1,0.043519292282614905,True,High,High,bmtc_bus,gd mara to [person],
FKID000032,unplanned,vehicle_breakdown,closed,12.8955737,77.5993711,Bannerghata Road,Unknown,J.P. Nagar,unknown,unknown,2024-01-30 05:43:18.534000+00:00,11,1,0,1,0,0,midday,1,0.0,False,High,High,lcv,near hsbc junction lgv vehicle off road due to clutch plate got broken have left side no problem to traffic from hsbc to arakere junction sir,
FKID000033,unplanned,tree_fall,closed,12.92757,77.5832051,Non-corridor,Unknown,Jayanagara,unknown,unknown,2024-03-07 20:06:03.523000+00:00,1,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,,
FKID000034,unplanned,congestion,closed,13.044697,77.5828546,ORR North 2,Unknown,Kodigehalli,unknown,unknown,2024-01-30 05:38:15.485000+00:00,11,1,0,1,0,0,midday,0,0.0,False,High,High,none,bwssb and kride work at [location] hebbal circle to bhadrapp layout sir,
FKID000035,unplanned,pot_holes,active,12.9666885,77.6616396,Non-corridor,Unknown,Jeevanbheemanagar,unknown,unknown,2024-01-30 08:35:57.672000+00:00,14,1,0,1,0,0,midday,0,0.0,False,Low,Low,none,a,
FKID000036,unplanned,vehicle_breakdown,closed,12.9789228,77.5644032,Magadi Road,Unknown,Magadi Road,unknown,unknown,2024-03-07 20:17:50.952000+00:00,1,4,0,3,0,1,late_night,1,0.0,False,High,High,bmtc_bus,traffic normal sir.,
FKID000037,unplanned,accident,closed,12.8636494,77.6725849,Non-corridor,Unknown,Electronic City,unknown,unknown,2024-01-30 03:52:59.126038+00:00,9,1,0,1,1,0,morning_rush,0,0.0,False,Low,Low,none,,
FKID000038,unplanned,vehicle_breakdown,closed,12.9219483,77.6002467,Bannerghata Road,Unknown,Mico Layout,unknown,unknown,2024-01-30 15:15:10.139000+00:00,20,1,0,1,1,0,evening_rush,1,0.0,False,High,High,heavy_vehicle,one garage vehical stopped on road due to break down,
FKID000039,unplanned,pot_holes,active,12.9666597,77.661556,Non-corridor,Unknown,Jeevanbheemanagar,unknown,unknown,2024-01-30 08:37:16.322000+00:00,14,1,0,1,0,0,midday,0,0.0,False,Low,Low,none,pc18977,
FKID000040,planned,construction,closed,12.946469,77.6986754,ORR East 1,Unknown,HAL Old Airport,unknown,unknown,2024-01-30 11:31:12.848000+00:00,17,1,0,1,1,0,evening_rush,0,0.0,False,High,High,none,[location] works going on sir,
FKID000041,unplanned,others,closed,12.9936273,77.5844677,Bellary Road 1,Unknown,High ground,unknown,unknown,2024-03-07 20:20:31.140000+00:00,1,4,0,3,0,1,late_night,0,0.018603691773097716,True,High,High,none,near cm office [person] towards b02 junction sir,106.41915116666668
FKID000042,unplanned,vehicle_breakdown,closed,12.9465079,77.6986339,ORR East 1,Unknown,HAL Old Airport,unknown,unknown,2024-01-30 20:38:19.329000+00:00,2,2,0,1,0,1,late_night,1,0.0,False,High,High,bmtc_bus,biriyani zone [person] on [location] off road,
FKID000043,unplanned,vehicle_breakdown,closed,13.0467058,77.5036495,Non-corridor,Unknown,Chikkabanavara,unknown,unknown,2024-03-07 18:29:50.857000+00:00,23,3,0,3,0,1,late_night,1,0.0,False,Low,Low,lcv,,
FKID000044,unplanned,vehicle_breakdown,closed,13.0166142,77.5054464,Non-corridor,West Zone 1,Peenya,unknown,Peenya14thCrossJunc,2023-12-28 06:06:26.375000+00:00,11,3,0,12,0,0,midday,1,0.0,False,Low,Low,bmtc_bus,bmtc off road on 14th cross towards nttf traffic one side movement,
FKID000045,planned,construction,closed,13.0085677,77.6131497,Non-corridor,Unknown,K.G. Halli,unknown,unknown,2024-01-30 21:21:10.303000+00:00,2,2,0,1,0,1,late_night,0,0.0029950890908094197,True,Low,Low,none,,
FKID000046,unplanned,vehicle_breakdown,closed,13.0309717,77.5364661,Tumkur Road,Unknown,Yeshwanthpura,unknown,unknown,2024-01-30 19:33:25.417000+00:00,1,2,0,1,0,1,late_night,1,0.0,False,High,High,lcv,cmti jn incoming [location] lgv ವೆಹಿಕಲ್ ಕಮಾನ್ ಪಾಟ್ ಕಟ್ ಆಗಿದೆ ಸರ್,
FKID000047,unplanned,others,closed,13.0262806,77.5442344,Tumkur Road,Unknown,Yeshwanthpura,unknown,unknown,2024-03-07 20:27:15.443000+00:00,1,4,0,3,0,1,late_night,0,0.0,False,High,High,none,mei signal off due to power problem,133.52983253333335
FKID000048,unplanned,tree_fall,closed,12.9938639,77.5844374,Bellary Road 1,Unknown,High ground,unknown,unknown,2024-03-07 20:41:41.999000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,High,High,none,,
FKID000049,unplanned,vehicle_breakdown,closed,12.9188682,77.6687736,ORR East 1,Unknown,Bellandur,unknown,unknown,2024-01-30 21:27:52.454000+00:00,2,2,0,1,0,1,late_night,1,0.0,False,High,High,bmtc_bus,bmtc buss off -road due to break down..fire station jn towards [location],55.541728516666666
FKID000050,unplanned,congestion,closed,12.9546127,77.6423399,IRR(Thanisandra road),Unknown,Jeevanbheemanagar,unknown,unknown,2024-01-30 20:46:34.356000+00:00,2,2,0,1,0,1,late_night,0,0.0,False,High,High,none,,
FKID000051,unplanned,vehicle_breakdown,closed,12.936133,77.5187044,Mysore Road,Unknown,Byatarayanapura,unknown,unknown,2024-01-30 21:13:55.445000+00:00,2,2,0,1,0,1,late_night,1,0.0,False,High,High,lcv,,
FKID000052,planned,construction,closed,12.9694079,77.7006346,ORR East 2,Unknown,HAL Old Airport,unknown,unknown,2024-01-30 20:56:01.732000+00:00,2,2,0,1,0,1,late_night,0,0.0,False,High,High,none,[location] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,
FKID000053,unplanned,vehicle_breakdown,closed,12.9849833,77.5883633,Bellary Road 1,Unknown,High ground,unknown,unknown,2024-01-30 21:47:40.463000+00:00,3,2,0,1,0,1,late_night,1,0.0,False,High,High,private_car,"lrde ಜಂಕ್ಷನ್ ಯಿಂದ ಬಸವೇಶ್ವರ ಜಂಕ್ಷನ್ ಕಡೆ ಬರುವ ಮದ್ಯದಲ್ಲಿ ಕಾರು ಪಂಚರ್ ಆಗಿದ್ದು,ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮುಮೆಂಟ್ ಇರುತ್ತದೆ ಸರ್",69.32987603333332
FKID000054,unplanned,vehicle_breakdown,closed,13.0127301,77.5545135,West of Chord Road,Unknown,Malleshwaram,unknown,unknown,2024-03-07 20:42:57.607000+00:00,2,4,0,3,0,1,late_night,1,0.0,False,High,High,truck,,
FKID000055,unplanned,road_conditions,closed,12.9842019,77.7336286,Non-corridor,Unknown,Whitefield,unknown,unknown,2024-01-30 21:54:56.083000+00:00,3,2,0,1,0,1,late_night,0,0.0,False,Low,Low,none,,61.27697078333333
FKID000056,unplanned,vehicle_breakdown,closed,13.2644465,77.7187627,Non-corridor,Unknown,Devanahalli Airport,unknown,unknown,2024-01-30 19:36:33.702000+00:00,1,2,0,1,0,1,late_night,1,0.010228426549027017,True,Low,Low,heavy_vehicle,hgv breakdown hagide sir,
FKID000057,unplanned,vehicle_breakdown,closed,12.9848257,77.7527586,Non-corridor,Unknown,Mahadevapura,unknown,unknown,2024-01-30 22:06:02.276000+00:00,3,2,0,1,0,1,late_night,1,0.0,False,Low,Low,private_car,gear jam not moving traffic slow moving,36.41233746666667
FKID000058,unplanned,tree_fall,closed,12.9932986,77.5837571,Bellary Road 1,Unknown,High ground,unknown,unknown,2024-03-07 20:51:39.532000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,High,High,none,,
FKID000059,unplanned,tree_fall,closed,12.9937523,77.5842482,Bellary Road 1,Unknown,High ground,unknown,unknown,2024-03-07 20:47:40.640000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,High,High,none,,
FKID000060,unplanned,tree_fall,closed,12.9938868,77.5841876,Bellary Road 1,Unknown,High ground,unknown,unknown,2024-03-07 20:45:19.752000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,High,High,none,,
FKID000061,unplanned,vehicle_breakdown,resolved,12.9368467,77.6928653,ORR East 1,Unknown,HAL Old Airport,unknown,unknown,2024-01-30 23:05:02.339000+00:00,4,2,0,1,0,1,late_night,1,0.0,False,High,High,private_car,kadubisanahalli toward devarabisnahalli car starting problem,10.513486133333334
FKID000062,unplanned,tree_fall,closed,13.0126766,77.5581246,Non-corridor,Unknown,Malleshwaram,unknown,unknown,2024-03-07 20:53:37.293000+00:00,2,4,0,3,0,1,late_night,0,0.01928118963231321,True,Low,Low,none,,
FKID000063,unplanned,vehicle_breakdown,closed,12.9513113,77.4994888,Non-corridor,Unknown,Jnanabharathi,unknown,unknown,2024-01-30 23:12:23.123000+00:00,4,2,0,1,0,1,late_night,1,0.0,False,Low,Low,bmtc_bus,ಬಿಎಂಟಿಸಿ ಬಸ್ ಗೇರ್ ರಾಡ್ ಕಟ್ ಆಗಿ ಕೆಟ್ಟು ನಿಂತಿದೆ ಸರ್,83.22766023333334
FKID000064,unplanned,vehicle_breakdown,closed,13.0160964,77.5068555,Non-corridor,Unknown,Peenya,unknown,unknown,2024-01-30 21:21:57.881000+00:00,2,2,0,1,0,1,late_night,1,0.0,False,Low,Low,bmtc_bus,bmtc off road on 14th cross towards [location] traffic normal sir,
FKID000065,unplanned,pot_holes,active,12.9807501,77.6028238,CBD 1,Unknown,Shivajinagar,unknown,unknown,2024-03-07 21:05:54.697000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,High,High,none,ಮ್ಯಾನ್ ಹೋಲ್ ಕವರ್ ಮುರಿದಿರುತ್ತದೆ ಸರ್,
FKID000066,unplanned,tree_fall,closed,12.9165983,77.583705,Non-corridor,Unknown,J.P. Nagar,unknown,unknown,2024-03-07 20:58:06.297000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,[location] sir 9 th main 46 crs trdd bsnl office tree fallen on main road closed,321.23818236666665
FKID000067,unplanned,pot_holes,active,13.0198619,77.6562235,Non-corridor,Unknown,Hennuru,unknown,unknown,2024-01-31 01:04:36.275000+00:00,6,2,0,1,0,0,early_morning,0,0.0,False,High,High,none,potholes,
FKID000068,unplanned,pot_holes,active,13.0191848,77.6555127,ORR North 1,Unknown,Hennuru,unknown,unknown,2024-01-31 01:01:36.195000+00:00,6,2,0,1,0,0,early_morning,0,0.0,False,High,High,none,,
FKID000069,unplanned,vehicle_breakdown,closed,12.9740913,77.5452252,West of Chord Road,Unknown,Vijayanagara,unknown,unknown,2024-01-31 00:33:27.663000+00:00,6,2,0,1,0,0,early_morning,1,0.0,False,High,High,bmtc_bus,vehicle movment very slow,44.18835605
FKID000070,unplanned,vehicle_breakdown,closed,12.9740971,77.5449011,West of Chord Road,Unknown,Vijayanagara,unknown,unknown,2024-01-31 00:36:02.277000+00:00,6,2,0,1,0,0,early_morning,1,0.0,False,High,High,bmtc_bus,,41.797760616666665
FKID000071,unplanned,vehicle_breakdown,closed,12.9688926,77.569795,Non-corridor,Unknown,Chamarajpet,unknown,unknown,2024-01-31 01:24:44.373000+00:00,6,2,0,1,0,0,early_morning,1,0.0,False,Low,Low,auto,"[location] road jn towards mill road jn this vehicle back wheel puncher, traffic little bit slow moving sir",26.158530816666666
FKID000072,unplanned,pot_holes,closed,12.9838737,77.5286068,Magadi Road,Unknown,Kamakshipalya,unknown,unknown,2024-01-30 23:46:07.351000+00:00,5,2,0,1,0,1,early_morning,0,0.0,False,High,High,none,,
FKID000073,unplanned,others,closed,12.9595586,77.5162093,Non-corridor,Unknown,Byatarayanapura,unknown,unknown,2024-01-30 23:23:41.783000+00:00,4,2,0,1,0,1,late_night,0,0.0,False,Low,Low,none,traffic no problem,
FKID000074,unplanned,vehicle_breakdown,closed,12.9511354,77.5739687,Non-corridor,Unknown,V.V.Puram (C.Pet),unknown,unknown,2024-01-30 22:39:37.276000+00:00,4,2,0,1,0,1,late_night,1,0.0,False,Low,Low,lcv,lgv vehical tyre blast national college metro near towords mss junction traffic one side moving sir,
FKID000075,unplanned,vehicle_breakdown,closed,13.0192138,77.5395595,Non-corridor,Unknown,Rajajinagar,unknown,unknown,2024-01-30 23:11:03.886000+00:00,4,2,0,1,0,1,late_night,1,0.0,False,Low,Low,others,traffic one side moment...,
FKID000076,unplanned,pot_holes,closed,12.9161187,77.5856548,Non-corridor,Unknown,J.P. Nagar,unknown,unknown,2024-03-07 21:11:51.734000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,[location] sir 47 th cross road infront of milana hospital big pathole sir,
FKID000077,unplanned,vehicle_breakdown,closed,12.9284355,77.6811918,ORR East 1,Unknown,Bellandur,unknown,unknown,2024-01-30 23:18:30.880000+00:00,4,2,0,1,0,1,late_night,1,0.02810481227679698,True,High,High,bmtc_bus,,
FKID000078,unplanned,vehicle_breakdown,closed,13.0753282,77.4370383,Non-corridor,Unknown,No Police Station,unknown,unknown,2024-03-07 19:23:40.435000+00:00,0,4,0,3,0,1,late_night,1,0.0,False,Low,Low,heavy_vehicle,,
FKID000079,unplanned,vehicle_breakdown,closed,13.2673624,77.7195893,Non-corridor,Unknown,Devanahalli Airport,unknown,unknown,2024-03-07 19:23:25.400000+00:00,0,4,0,3,0,1,late_night,1,0.0,False,Low,Low,heavy_vehicle,devanahalli [person] cross towards [location] break down traffic no problem sir,
FKID000080,unplanned,others,closed,12.9449039,77.4949618,Non-corridor,Unknown,Jnanabharathi,unknown,unknown,2024-03-07 21:25:26.425000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,bmtc bus offroad in front of adishakti temple,15.88912515
FKID000081,unplanned,tree_fall,closed,12.9873133,77.6163481,Non-corridor,Unknown,Pulikeshinagar(F.Town),unknown,unknown,2024-03-07 21:17:00.312000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,ರಸ್ತೆ ಮಧ್ಯದಲ್ಲೇ ಮರ ಬಿದ್ದಿರುವುದರಿಂದ ಸುಗಮ ಸಂಚಾರಕ್ಕೆ ಸ್ವಲ್ಪ ನಿಧಾನ ಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ,116.8119772
FKID000082,planned,construction,closed,12.969418,77.7006526,ORR East 2,Unknown,HAL Old Airport,unknown,unknown,2024-03-07 21:23:16.629000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,High,High,none,karthiknagara towards [location] and karthiknagara towards marathhalli traffic movement will be slow due to [location] station piller work,
FKID000083,unplanned,others,closed,12.9613232,77.5644194,Mysore Road,Unknown,Chamarajpet,unknown,unknown,2024-03-07 21:14:45.233000+00:00,2,4,0,3,0,1,late_night,0,0.03206372978977345,True,High,High,none,electrical pol road [person],
FKID000084,unplanned,others,closed,12.959419,77.5165897,Non-corridor,Unknown,Byatarayanapura,unknown,unknown,2024-03-07 21:28:44.841000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,traffic slow moment,
FKID000085,unplanned,pot_holes,closed,12.9431035,77.6220445,Non-corridor,Unknown,Adugodi,unknown,unknown,2024-03-07 21:25:14.206000+00:00,2,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,potholes,
FKID000086,unplanned,vehicle_breakdown,closed,12.8482637,77.6713737,Non-corridor,Unknown,Electronic City,unknown,unknown,2024-01-31 02:47:16.032000+00:00,8,2,0,1,1,0,morning_rush,1,0.0,False,Low,Low,lcv,lgv breake down veersandar to [location] near ec 1,83.47854003333333
FKID000087,unplanned,vehicle_breakdown,closed,12.96672,77.6093294,Mysore Road,Unknown,Ashok Nagar,unknown,unknown,2024-01-31 05:03:24.794000+00:00,10,2,0,1,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,ಡಿಸೋಜ ಟುವರ್ಡ್ಸ್ ಮದರ್ ತೆರೇಸಾ,52.75157615
FKID000088,unplanned,vehicle_breakdown,closed,13.0253205,77.6400845,ORR North 1,Unknown,Banaswadi,unknown,unknown,2024-03-07 21:35:50.715000+00:00,3,4,0,3,0,1,late_night,1,0.0,False,High,High,private_bus,front wheel tyre burst,74.82553706666666
FKID000089,unplanned,vehicle_breakdown,closed,12.8561783,77.6645205,Non-corridor,Unknown,Electronic City,unknown,unknown,2024-01-31 02:08:55.286000+00:00,7,2,0,1,1,0,morning_rush,1,0.0,False,Low,Low,heavy_vehicle,ಡೀಸೆಲ್ ಖಾಲಿ ಆಗಿರುತ್ತೆ ಸರ್ ವಿಹಿಕಲ್ ಸ್ಲೋ ಮೂಮೆಂಟ್ ಸರ್,
FKID000090,unplanned,water_logging,closed,12.9641056,77.5825203,Mysore Road,Unknown,Halasuru Gate,unknown,unknown,2024-01-31 03:04:31.974000+00:00,8,2,0,1,1,0,morning_rush,0,0.0,False,High,High,none,sjp road chebar open gai de trfice no problem madam,
FKID000091,unplanned,vehicle_breakdown,closed,12.974757,77.5657216,Magadi Road,Unknown,Magadi Road,unknown,unknown,2024-01-31 01:22:31.388000+00:00,6,2,0,1,0,0,early_morning,1,0.0,False,High,High,lcv,towards hunasemara sir,
FKID000092,unplanned,vehicle_breakdown,closed,12.9640011,77.5836093,Mysore Road,Unknown,Halasuru Gate,unknown,unknown,2024-01-31 01:45:45.370000+00:00,7,2,0,1,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,,
FKID000093,unplanned,vehicle_breakdown,closed,12.9480512,77.5343585,Mysore Road,Unknown,Byatarayanapura,unknown,unknown,2024-01-31 04:21:01.833000+00:00,9,2,0,1,1,0,morning_rush,1,0.0,False,High,High,heavy_vehicle,nayadahallie towards bhel incoming side traffic no problem,47.68990556666667
FKID000094,unplanned,vehicle_breakdown,closed,12.9245654,77.6739287,ORR East 1,Unknown,Bellandur,unknown,unknown,2024-01-31 03:31:13.977000+00:00,9,2,0,1,1,0,morning_rush,1,0.0,False,High,High,bmtc_bus,dipo no:13 call me @ [phone],
FKID000095,unplanned,tree_fall,closed,13.0078566,77.5920655,Non-corridor,Unknown,R.T. Nagar,unknown,unknown,2024-03-07 21:47:02.800000+00:00,3,4,0,3,0,1,late_night,0,0.0,False,Low,Low,none,tv tower tree falling,8.620181266666666
